snapshot_month,store_id,product_id,stock_on_hand,reorder_point,ending_stock
2024-05-01,13,573,101,29,90
2024-05-01,13,574,79,26,78
2024-05-01,13,575,80,19,80
2024-05-01,13,576,69,20,46
2024-05-01,13,577,40,34,8
2024-05-01,13,578,127,41,127
2024-05-01,13,579,30,60,9
2024-05-01,13,580,81,38,46
2024-05-01,13,581,105,55,72
2024-05-01,13,582,133,17,125
2024-05-01,13,583,138,11,142
2024-05-01,13,584,105,35,95
2024-05-01,13,585,44,25,49
2024-05-01,13,586,38,10,10
2024-05-01,13,587,50,36,62
2024-05-01,13,588,41,79,7
2024-05-01,13,589,43,36,43
2024-05-01,13,590,35,23,29
2024-05-01,13,591,10,18,0
2024-05-01,13,592,17,35,0
2024-05-01,13,593,43,31,23
2024-05-01,13,594,35,43,25
2024-05-01,13,595,47,10,47
2024-05-01,13,596,22,14,42
2024-05-01,13,597,35,17,23
2024-05-01,13,598,15,43,0
2024-05-01,13,599,31,15,31
2024-05-01,13,600,40,38,53
2024-05-01,13,601,22,43,0
2024-05-01,13,602,13,28,0
2024-05-01,13,603,35,25,52
2024-05-01,13,604,30,19,2
2024-05-01,13,605,10,21,0
2024-05-01,13,606,21,70,0
2024-05-01,13,607,30,11,47
2024-05-01,13,608,27,78,0
2024-05-01,13,609,31,14,40
2024-05-01,13,610,43,11,62
2024-05-01,13,611,44,30,14
2024-05-01,13,612,32,48,49
2024-05-01,13,613,11,30,21
2024-05-01,13,614,36,33,15
2024-05-01,13,615,48,45,14
2024-05-01,13,616,21,22,33
2024-05-01,13,617,9,65,18
2024-05-01,13,618,37,22,39
2024-05-01,13,619,9,45,8
2024-05-01,13,620,23,76,0
2024-05-01,13,621,39,11,50
2024-05-01,13,622,27,13,36
2024-05-01,13,623,53,42,21
2024-05-01,13,624,12,70,0
2024-05-01,13,625,44,41,33
2024-05-01,13,626,12,31,0
2024-05-01,13,627,49,67,10
2024-05-01,13,628,26,47,0
2024-05-01,13,629,30,73,31
2024-05-01,13,630,16,50,19
2024-05-01,13,631,21,29,37
2024-05-01,13,632,54,12,22
2024-05-01,13,633,18,71,33
2024-05-01,13,634,21,45,35
2024-05-01,13,635,29,24,23
2024-05-01,13,636,38,21,32
2024-05-01,13,637,53,48,55
2024-05-01,13,638,52,34,36
2024-05-01,13,639,29,31,13
2024-05-01,13,640,50,46,56
2024-05-01,13,641,33,38,0
2024-05-01,13,642,36,15,17
2024-05-01,13,643,10,19,28
2024-05-01,13,644,24,34,9
2024-05-01,13,645,44,49,59
2024-05-01,13,646,16,30,6
2024-05-01,13,647,44,21,46
2024-05-01,13,648,18,33,33
2024-05-01,13,649,39,41,57
2024-05-01,13,650,38,12,24
2024-05-01,13,651,45,50,23
2024-05-01,13,652,8,78,0
2024-05-01,13,653,14,30,28
2024-05-01,13,654,19,54,0
2024-05-01,13,655,34,45,28
2024-05-01,13,656,22,42,0
2024-05-01,13,657,23,25,6
2024-05-01,13,658,12,40,0
2024-05-01,13,659,14,77,23
2024-05-01,13,660,9,76,0
2024-05-01,13,661,27,48,0
2024-05-01,13,662,18,20,37
2024-05-01,13,663,50,39,53
2024-05-01,13,664,22,58,0
2024-05-01,13,665,19,70,0
2024-05-01,13,666,39,73,27
2024-05-01,13,667,28,44,37
2024-05-01,13,668,18,41,10
2024-05-01,13,669,21,58,23
2024-05-01,13,670,34,39,0
2024-05-01,13,671,38,28,50
2024-05-01,13,672,54,61,41
2024-05-01,13,673,28,31,19
2024-05-01,13,674,22,40,0
2024-05-01,13,675,45,73,41
2024-05-01,13,676,19,21,0
2024-05-01,13,677,44,60,51
2024-05-01,13,678,46,21,44
2024-05-01,13,679,14,18,16
2024-05-01,13,680,9,14,26
2024-05-01,13,681,32,20,7
2024-05-01,13,682,18,11,0
2024-05-01,13,683,21,56,1
2024-05-01,13,684,45,21,23
2024-05-01,13,685,12,54,0
2024-05-01,13,686,40,30,7
2024-05-01,13,687,54,43,36
2024-05-01,13,688,10,61,0
2024-05-01,13,689,52,38,57
2024-05-01,13,690,47,16,43
2024-05-01,13,691,41,18,21
2024-05-01,13,692,16,48,31
2024-05-01,13,693,24,31,41
2024-05-01,13,694,19,49,7
2024-05-01,13,695,48,44,56
2024-05-01,13,696,48,12,39
2024-05-01,13,697,52,10,62
2024-05-01,13,698,27,26,4
2024-05-01,13,699,49,18,15
2024-05-01,13,700,37,35,17
2024-05-01,13,701,42,73,5
2024-05-01,13,702,15,79,17
2024-05-01,13,703,23,24,8
2024-05-01,13,704,52,34,51
2024-05-01,13,705,42,23,39
2024-05-01,13,706,24,29,29
2024-05-01,13,707,50,22,45
2024-05-01,13,708,50,12,55
2024-05-01,13,709,44,25,25
2024-05-01,13,710,43,35,40
2024-05-01,13,711,17,47,0
2024-05-01,13,712,23,30,5
2024-05-01,13,713,29,25,39
2024-05-01,13,714,31,23,20
2024-05-01,13,715,13,12,1
2024-05-01,13,716,25,22,0
2024-05-01,13,717,53,46,72
2024-05-01,13,718,41,64,60
2024-05-01,13,719,22,25,24
2024-05-01,13,720,10,11,0
2024-05-01,14,1,280,38,260
2024-05-01,14,2,304,39,284
2024-05-01,14,3,230,60,193
2024-05-01,14,4,82,74,83
2024-05-01,14,5,196,13,160
2024-05-01,14,6,308,13,288
2024-05-01,14,7,161,55,135
2024-05-01,14,8,224,15,201
2024-05-01,14,9,319,19,306
2024-05-01,14,10,220,11,221
2024-05-01,14,11,125,24,105
2024-05-01,14,12,83,20,54
2024-05-01,14,13,136,74,108
2024-05-01,14,14,256,71,241
2024-05-01,14,15,349,29,358
2024-05-01,14,16,298,25,281
2024-05-01,14,17,84,19,76
2024-05-01,14,18,139,15,129
2024-05-01,14,19,256,66,245
2024-05-01,14,20,318,33,285
2024-05-01,14,21,115,47,119
2024-05-01,14,22,241,10,234
2024-05-01,14,23,97,33,99
2024-05-01,14,24,132,44,112
2024-05-01,14,25,110,24,127
2024-05-01,14,26,180,46,144
2024-05-01,14,27,320,10,336
2024-05-01,14,28,341,16,327
2024-05-01,14,29,157,13,148
2024-05-01,14,30,286,42,291
2024-05-01,14,31,301,21,312
2024-05-01,14,32,348,54,361
2024-05-01,14,33,83,35,77
2024-05-01,14,34,338,47,318
2024-05-01,14,35,308,14,326
2024-05-01,14,36,304,33,296
2024-05-01,14,37,195,63,191
2024-05-01,14,38,151,31,120
2024-05-01,14,39,179,13,141
2024-05-01,14,40,308,18,328
2024-05-01,14,41,111,31,95
2024-05-01,14,42,281,42,255
2024-05-01,14,43,182,37,144
2024-05-01,14,44,108,33,123
2024-05-01,14,45,346,18,307
2024-05-01,14,46,156,10,165
2024-05-01,14,47,270,50,278
2024-05-01,14,48,245,10,222
2024-05-01,14,49,312,24,290
2024-05-01,14,50,244,39,218
2024-05-01,14,51,117,33,106
2024-05-01,14,52,301,46,295
2024-05-01,14,53,180,51,175
2024-05-01,14,54,213,19,220
2024-05-01,14,55,123,10,111
2024-05-01,14,56,205,37,169
2024-05-01,14,57,289,32,296
2024-05-01,14,58,246,11,262
2024-05-01,14,59,289,55,261
2024-05-01,14,60,273,25,253
2024-05-01,14,61,161,48,181
2024-05-01,14,62,312,18,308
2024-05-01,14,63,106,47,79
2024-05-01,14,64,284,40,269
2024-05-01,14,65,208,23,183
2024-05-01,14,66,189,36,158
2024-05-01,14,67,209,11,222
2024-05-01,14,68,123,35,93
2024-05-01,14,69,303,42,321
2024-05-01,14,70,82,15,64
2024-05-01,14,71,270,44,286
2024-05-01,14,72,234,39,212
2024-05-01,14,73,200,20,186
2024-05-01,14,74,207,59,204
2024-05-01,14,75,82,12,44
2024-05-01,14,76,198,13,216
2024-05-01,14,77,253,41,214
2024-05-01,14,78,265,18,240
2024-05-01,14,79,310,18,316
2024-05-01,14,80,283,49,255
2024-05-01,14,81,268,11,239
2024-05-01,14,82,257,16,259
2024-05-01,14,83,172,45,155
2024-05-01,14,84,151,48,149
2024-05-01,14,85,296,36,276
2024-05-01,14,86,269,18,234
2024-05-01,14,87,264,34,227
2024-05-01,14,88,308,14,269
2024-05-01,14,89,239,32,253
2024-05-01,14,90,210,36,205
2024-05-01,14,91,261,23,270
2024-05-01,14,92,188,30,156
2024-05-01,14,93,254,14,266
2024-05-01,14,94,343,15,326
2024-05-01,14,95,131,26,122
2024-05-01,14,96,80,10,48
2024-05-01,14,97,209,31,212
2024-05-01,14,98,242,10,230
2024-05-01,14,99,202,45,200
2024-05-01,14,100,123,69,137
2024-05-01,14,101,282,26,273
2024-05-01,14,102,195,24,158
2024-05-01,14,103,224,20,202
2024-05-01,14,104,99,21,88
2024-05-01,14,105,280,32,287
2024-05-01,14,106,296,23,300
2024-05-01,14,107,300,64,265
2024-05-01,14,108,164,14,145
2024-05-01,14,109,99,13,93
2024-05-01,14,110,112,34,90
2024-05-01,14,111,122,49,88
2024-05-01,14,112,250,72,267
2024-05-01,14,113,170,26,171
2024-05-01,14,114,275,62,244
2024-05-01,14,115,172,33,162
2024-05-01,14,116,211,44,190
2024-05-01,14,117,256,15,251
2024-05-01,14,118,192,18,210
2024-05-01,14,119,294,42,287
2024-05-01,14,120,154,36,146
2024-05-01,14,121,164,18,131
2024-05-01,14,122,125,15,144
2024-05-01,14,123,106,14,98
2024-05-01,14,124,119,27,106
2024-05-01,14,125,277,19,281
2024-05-01,14,126,329,64,301
2024-05-01,14,127,165,13,134
2024-05-01,14,128,248,47,238
2024-05-01,14,129,251,16,271
2024-05-01,14,130,207,16,197
2024-05-01,14,131,127,40,122
2024-05-01,14,132,305,23,297
2024-05-01,14,133,347,15,317
2024-05-01,14,134,90,78,89
2024-05-01,14,135,279,20,296
2024-05-01,14,136,197,49,208
2024-05-01,14,137,324,37,338
2024-05-01,14,138,172,46,166
2024-05-01,14,139,108,48,88
2024-05-01,14,140,319,41,296
2024-05-01,14,141,194,63,188
2024-05-01,14,142,330,41,318
2024-05-01,14,143,113,18,111
2024-05-01,14,144,295,48,310
2024-05-01,14,145,259,39,268
2024-05-01,14,146,260,26,258
2024-05-01,14,147,280,61,272
2024-05-01,14,148,244,69,257
2024-05-01,14,149,88,68,50
2024-05-01,14,150,199,19,201
2024-05-01,14,151,90,27,80
2024-05-01,14,152,243,45,254
2024-05-01,14,153,298,14,266
2024-05-01,14,154,268,11,280
2024-05-01,14,155,119,38,82
2024-05-01,14,156,309,13,309
2024-05-01,14,157,317,18,328
2024-05-01,14,158,188,19,208
2024-05-01,14,159,217,10,225
2024-05-01,14,160,201,25,216
2024-05-01,14,161,186,41,172
2024-05-01,14,162,103,26,96
2024-05-01,14,163,106,14,108
2024-05-01,14,164,87,37,101
2024-05-01,14,165,91,20,88
2024-05-01,14,166,312,17,303
2024-05-01,14,167,315,33,315
2024-05-01,14,168,247,14,215
2024-05-01,14,169,274,27,237
2024-05-01,14,170,81,38,81
2024-05-01,14,171,330,17,337
2024-05-01,14,172,84,25,79
2024-05-01,14,173,101,69,92
2024-05-01,14,174,341,54,345
2024-05-01,14,175,328,26,303
2024-05-01,14,176,198,42,170
2024-05-01,14,177,100,25,113
2024-05-01,14,178,298,16,265
2024-05-01,14,179,308,14,328
2024-05-01,14,180,146,17,116
2024-05-01,14,181,129,27,99
2024-05-01,14,182,188,46,194
2024-05-01,14,183,208,17,222
2024-05-01,14,184,227,19,245
2024-05-01,14,185,118,48,129
2024-05-01,14,186,110,36,73
2024-05-01,14,187,301,18,318
2024-05-01,14,188,307,14,325
2024-05-01,14,189,200,43,215
2024-05-01,14,190,94,52,75
2024-05-01,14,191,184,12,183
2024-05-01,14,192,124,45,131
2024-05-01,14,193,112,11,97
2024-05-01,14,194,328,77,301
2024-05-01,14,195,270,24,249
2024-05-01,14,196,107,56,85
2024-05-01,14,197,144,31,138
2024-05-01,14,198,250,20,270
2024-05-01,14,199,223,45,199
2024-05-01,14,200,233,27,239
2024-05-01,14,201,328,67,302
2024-05-01,14,202,82,46,47
2024-05-01,14,203,340,38,360
2024-05-01,14,204,224,63,229
2024-05-01,14,205,195,36,188
2024-05-01,14,206,115,25,81
2024-05-01,14,207,159,22,160
2024-05-01,14,208,187,20,188
2024-05-01,14,209,271,24,238
2024-05-01,14,210,189,12,165
2024-05-01,14,211,239,64,220
2024-05-01,14,212,184,57,148
2024-05-01,14,213,113,57,123
2024-05-01,14,214,138,39,116
2024-05-01,14,215,301,22,297
2024-05-01,14,216,99,14,96
2024-05-01,14,217,191,36,171
2024-05-01,14,218,141,37,126
2024-05-01,14,219,118,12,119
2024-05-01,14,220,299,17,309
2024-05-01,14,221,116,40,126
2024-05-01,14,222,155,25,136
2024-05-01,14,223,97,36,106
2024-05-01,14,224,198,36,172
2024-05-01,14,225,88,32,64
2024-05-01,14,226,118,12,88
2024-05-01,14,227,122,16,140
2024-05-01,14,228,98,44,88
2024-05-01,14,229,76,26,85
2024-05-01,14,230,76,14,37
2024-05-01,14,231,53,18,31
2024-05-01,14,232,54,41,37
2024-05-01,14,233,79,12,75
2024-05-01,14,234,91,12,93
2024-05-01,14,235,47,73,42
2024-05-01,14,236,112,49,102
2024-05-01,14,237,146,16,122
2024-05-01,14,238,101,49,82
2024-05-01,14,239,154,39,135
2024-05-01,14,240,159,22,145
2024-05-01,14,241,101,47,97
2024-05-01,14,242,137,49,136
2024-05-01,14,243,70,28,78
2024-05-01,14,244,58,40,42
2024-05-01,14,245,93,11,87
2024-05-01,14,246,103,19,84
2024-05-01,14,247,99,12,98
2024-05-01,14,248,114,35,119
2024-05-01,14,249,124,33,97
2024-05-01,14,250,141,10,117
2024-05-01,14,251,140,29,113
2024-05-01,14,252,55,57,59
2024-05-01,14,253,95,45,73
2024-05-01,14,254,132,25,104
2024-05-01,14,255,132,12,99
2024-05-01,14,256,131,21,130
2024-05-01,14,257,75,28,64
2024-05-01,14,258,68,31,78
2024-05-01,14,259,72,13,69
2024-05-01,14,260,146,54,136
2024-05-01,14,261,104,74,122
2024-05-01,14,262,58,38,46
2024-05-01,14,263,78,37,48
2024-05-01,14,264,85,12,89
2024-05-01,14,265,44,58,50
2024-05-01,14,266,103,19,116
2024-05-01,14,267,154,29,166
2024-05-01,14,268,68,12,75
2024-05-01,14,269,41,65,28
2024-05-01,14,270,130,17,119
2024-05-01,14,271,159,41,120
2024-05-01,14,272,112,46,121
2024-05-01,14,273,119,14,103
2024-05-01,14,274,77,49,43
2024-05-01,14,275,146,35,135
2024-05-01,14,276,110,50,86
2024-05-01,14,277,67,39,80
2024-05-01,14,278,68,72,66
2024-05-01,14,279,133,19,144
2024-05-01,14,280,141,72,144
2024-05-01,14,281,95,30,75
2024-05-01,14,282,111,28,92
2024-05-01,14,283,75,44,63
2024-05-01,14,284,156,39,171
2024-05-01,14,285,137,29,110
2024-05-01,14,286,113,41,82
2024-05-01,14,287,75,21,83
2024-05-01,14,288,83,39,66
2024-05-01,14,289,113,24,83
2024-05-01,14,290,47,73,13
2024-05-01,14,291,116,38,136
2024-05-01,14,292,92,19,70
2024-05-01,14,293,111,48,131
2024-05-01,14,294,81,37,44
2024-05-01,14,295,59,12,21
2024-05-01,14,296,58,75,67
2024-05-01,14,297,62,40,31
2024-05-01,14,298,57,14,67
2024-05-01,14,299,65,18,66
2024-05-01,14,300,55,17,18
2024-05-01,14,301,52,11,60
2024-05-01,14,302,126,45,91
2024-05-01,14,303,50,34,65
2024-05-01,14,304,48,65,30
2024-05-01,14,305,120,15,124
2024-05-01,14,306,113,38,124
2024-05-01,14,307,39,20,18
2024-05-01,14,308,143,16,131
2024-05-01,14,309,109,46,111
2024-05-01,14,310,159,16,134
2024-05-01,14,311,150,49,127
2024-05-01,14,312,155,14,157
2024-05-01,14,313,40,10,14
2024-05-01,14,314,149,20,132
2024-05-01,14,315,120,23,86
2024-05-01,14,316,94,14,106
2024-05-01,14,317,95,10,87
2024-05-01,14,318,76,27,61
2024-05-01,14,319,96,36,58
2024-05-01,14,320,59,65,78
2024-05-01,14,321,125,22,140
2024-05-01,14,322,63,25,44
2024-05-01,14,323,93,21,72
2024-05-01,14,324,124,49,85
2024-05-01,14,325,153,15,169
2024-05-01,14,326,154,29,128
2024-05-01,14,327,63,27,37
2024-05-01,14,328,144,12,134
2024-05-01,14,329,131,23,105
2024-05-01,14,330,129,32,128
2024-05-01,14,331,35,41,5
2024-05-01,14,332,68,25,50
2024-05-01,14,333,96,45,107
2024-05-01,14,334,41,41,60
2024-05-01,14,335,59,21,61
2024-05-01,14,336,57,62,26
2024-05-01,14,337,54,70,62
2024-05-01,14,338,124,32,129
2024-05-01,14,339,35,17,47
2024-05-01,14,340,139,39,129
2024-05-01,14,341,83,14,44
2024-05-01,14,342,126,26,131
2024-05-01,14,343,54,44,47
2024-05-01,14,344,54,31,56
2024-05-01,14,345,57,19,69
2024-05-01,14,346,114,40,78
2024-05-01,14,347,72,14,54
2024-05-01,14,348,146,40,160
2024-05-01,14,349,72,11,92
2024-05-01,14,350,102,56,73
2024-05-01,14,351,74,47,79
2024-05-01,14,352,108,12,104
2024-05-01,14,353,37,43,4
2024-05-01,14,354,77,39,82
2024-05-01,14,355,92,22,90
2024-05-01,14,356,36,60,41
2024-05-01,14,357,132,14,111
2024-05-01,14,358,142,56,122
2024-05-01,14,359,75,12,73
2024-05-01,14,360,35,12,33
2024-05-01,14,361,148,38,164
2024-05-01,14,362,62,10,60
2024-05-01,14,363,69,19,84
2024-05-01,14,364,114,35,75
2024-05-01,14,365,143,43,118
2024-05-01,14,366,155,61,129
2024-05-01,14,367,75,28,37
2024-05-01,14,368,103,14,112
2024-05-01,14,369,150,22,118
2024-05-01,14,370,130,17,106
2024-05-01,14,371,144,11,139
2024-05-01,14,372,159,45,137
2024-05-01,14,373,94,48,99
2024-05-01,14,374,110,28,73
2024-05-01,14,375,93,19,93
2024-05-01,14,376,85,16,90
2024-05-01,14,377,140,20,127
2024-05-01,14,378,59,40,26
2024-05-01,14,379,38,40,8
2024-05-01,14,380,72,20,59
2024-05-01,14,381,118,11,131
2024-05-01,14,382,66,73,77
2024-05-01,14,383,94,12,89
2024-05-01,14,384,39,19,4
2024-05-01,14,385,71,41,85
2024-05-01,14,386,44,43,51
2024-05-01,14,387,144,11,129
2024-05-01,14,388,95,25,114
2024-05-01,14,389,81,24,79
2024-05-01,14,390,98,31,75
2024-05-01,14,391,75,52,68
2024-05-01,14,392,146,35,165
2024-05-01,14,393,86,25,92
2024-05-01,14,394,123,13,84
2024-05-01,14,395,127,34,133
2024-05-01,14,396,45,43,9
2024-05-01,14,397,148,29,159
2024-05-01,14,398,105,34,107
2024-05-01,14,399,94,76,81
2024-05-01,14,400,75,16,54
2024-05-01,14,401,63,33,31
2024-05-01,14,402,111,36,113
2024-05-01,14,403,97,47,75
2024-05-01,14,404,37,63,5
2024-05-01,14,405,109,20,96
2024-05-01,14,406,43,17,37
2024-05-01,14,407,42,33,42
2024-05-01,14,408,139,12,104
2024-05-01,14,409,57,44,69
2024-05-01,14,410,71,14,60
2024-05-01,14,411,50,47,30
2024-05-01,14,412,34,46,0
2024-05-01,14,413,52,30,15
2024-05-01,14,414,106,16,101
2024-05-01,14,415,46,36,32
2024-05-01,14,416,45,13,53
2024-05-01,14,417,104,27,91
2024-05-01,14,418,47,10,55
2024-05-01,14,419,57,33,33
2024-05-01,14,420,58,28,26
2024-05-01,14,421,92,29,76
2024-05-01,14,422,35,15,49
2024-05-01,14,423,105,52,81
2024-05-01,14,424,53,15,39
2024-05-01,14,425,136,20,110
2024-05-01,14,426,71,23,87
2024-05-01,14,427,95,45,84
2024-05-01,14,428,118,23,133
2024-05-01,14,429,72,24,52
2024-05-01,14,430,110,10,74
2024-05-01,14,431,97,28,59
2024-05-01,14,432,118,10,129
2024-05-01,14,433,66,46,50
2024-05-01,14,434,86,33,60
2024-05-01,14,435,136,49,143
2024-05-01,14,436,50,15,20
2024-05-01,14,437,60,36,36
2024-05-01,14,438,32,17,36
2024-05-01,14,439,92,20,86
2024-05-01,14,440,41,33,51
2024-05-01,14,441,139,42,143
2024-05-01,14,442,94,77,65
2024-05-01,14,443,122,13,127
2024-05-01,14,444,125,27,114
2024-05-01,14,445,107,19,113
2024-05-01,14,446,94,49,56
2024-05-01,14,447,72,20,80
2024-05-01,14,448,122,27,94
2024-05-01,14,449,125,22,135
2024-05-01,14,450,128,11,127
2024-05-01,14,451,62,39,46
2024-05-01,14,452,73,43,34
2024-05-01,14,453,138,32,158
2024-05-01,14,454,126,53,87
2024-05-01,14,455,74,16,78
2024-05-01,14,456,53,13,68
2024-05-01,14,457,60,14,43
2024-05-01,14,458,65,16,64
2024-05-01,14,459,62,13,51
2024-05-01,14,460,101,49,106
2024-05-01,14,461,116,49,104
2024-05-01,14,462,50,48,42
2024-05-01,14,463,109,46,107
2024-05-01,14,464,73,26,78
2024-05-01,14,465,105,17,101
2024-05-01,14,466,113,49,111
2024-05-01,14,467,74,53,91
2024-05-01,14,468,108,47,80
2024-05-01,14,469,78,27,43
2024-05-01,14,470,44,57,12
2024-05-01,14,471,103,18,84
2024-05-01,14,472,83,48,54
2024-05-01,14,473,55,43,25
2024-05-01,14,474,117,34,127
2024-05-01,14,475,35,39,42
2024-05-01,14,476,59,17,68
2024-05-01,14,477,105,42,97
2024-05-01,14,478,40,35,49
2024-05-01,14,479,108,29,98
2024-05-01,14,480,121,10,84
2024-05-01,14,481,45,10,32
2024-05-01,14,482,99,57,77
2024-05-01,14,483,39,22,28
2024-05-01,14,484,137,33,100
2024-05-01,14,485,86,10,105
2024-05-01,14,486,116,14,123
2024-05-01,14,487,63,12,27
2024-05-01,14,488,101,34,72
2024-05-01,14,489,126,43,108
2024-05-01,14,490,52,21,50
2024-05-01,14,491,126,22,98
2024-05-01,14,492,135,16,123
2024-05-01,14,493,35,41,39
2024-05-01,14,494,47,47,46
2024-05-01,14,495,52,77,57
2024-05-01,14,496,53,59,45
2024-05-01,14,497,113,35,103
2024-05-01,14,498,74,58,48
2024-05-01,14,499,83,17,87
2024-05-01,14,500,34,13,39
2024-05-01,14,501,71,48,46
2024-05-01,14,502,131,11,131
2024-05-01,14,503,34,51,34
2024-05-01,14,504,125,39,121
2024-05-01,14,505,119,19,113
2024-05-01,14,506,71,41,76
2024-05-01,14,507,139,27,149
2024-05-01,14,508,32,24,29
2024-05-01,14,509,65,77,55
2024-05-01,14,510,91,27,54
2024-05-01,14,511,102,46,70
2024-05-01,14,512,69,46,30
2024-05-01,14,513,41,17,55
2024-05-01,14,514,36,17,48
2024-05-01,14,515,79,40,80
2024-05-01,14,516,45,19,36
2024-05-01,14,517,128,16,148
2024-05-01,14,518,132,10,131
2024-05-01,14,519,96,39,116
2024-05-01,14,520,64,40,34
2024-05-01,14,521,61,25,81
2024-05-01,14,522,62,50,71
2024-05-01,14,523,127,30,132
2024-05-01,14,524,75,21,82
2024-05-01,14,525,55,19,33
2024-05-01,14,526,72,43,59
2024-05-01,14,527,115,30,91
2024-05-01,14,528,37,37,0
2024-05-01,14,529,92,17,102
2024-05-01,14,530,68,42,30
2024-05-01,14,531,39,43,31
2024-05-01,14,532,98,35,109
2024-05-01,14,533,100,23,108
2024-05-01,14,534,48,18,11
2024-05-01,14,535,46,31,16
2024-05-01,14,536,138,38,113
2024-05-01,14,537,137,11,104
2024-05-01,14,538,128,13,116
2024-05-01,14,539,139,15,132
2024-05-01,14,540,54,26,24
2024-05-01,14,541,65,16,54
2024-05-01,14,542,87,29,97
2024-05-01,14,543,137,14,114
2024-05-01,14,544,136,42,132
2024-05-01,14,545,91,18,58
2024-05-01,14,546,59,34,27
2024-05-01,14,547,134,12,146
2024-05-01,14,548,79,22,63
2024-05-01,14,549,77,42,57
2024-05-01,14,550,31,31,0
2024-05-01,14,551,106,31,79
2024-05-01,14,552,125,18,103
2024-05-01,14,553,69,15,68
2024-05-01,14,554,80,75,41
2024-05-01,14,555,115,23,133
2024-05-01,14,556,110,40,94
2024-05-01,14,557,120,47,82
2024-05-01,14,558,59,25,20
2024-05-01,14,559,61,30,28
2024-05-01,14,560,114,40,91
2024-05-01,14,561,105,12,95
2024-05-01,14,562,123,34,115
2024-05-01,14,563,65,14,36
2024-05-01,14,564,122,11,109
2024-05-01,14,565,114,34,134
2024-05-01,14,566,92,14,61
2024-05-01,14,567,119,24,117
2024-05-01,14,568,88,48,67
2024-05-01,14,569,115,16,87
2024-05-01,14,570,58,55,65
2024-05-01,14,571,86,48,53
2024-05-01,14,572,52,41,35
2024-05-01,14,573,48,45,38
2024-05-01,14,574,111,29,90
2024-05-01,14,575,63,16,56
2024-05-01,14,576,70,24,75
2024-05-01,14,577,70,20,50
2024-05-01,14,578,113,30,84
2024-05-01,14,579,67,43,40
2024-05-01,14,580,122,38,129
2024-05-01,14,581,110,57,72
2024-05-01,14,582,133,18,153
2024-05-01,14,583,131,17,109
2024-05-01,14,584,124,43,122
2024-05-01,14,585,40,21,23
2024-05-01,14,586,29,11,21
2024-05-01,14,587,20,28,14
2024-05-01,14,588,11,74,3
2024-05-01,14,589,15,23,27
2024-05-01,14,590,27,39,36
2024-05-01,14,591,28,12,26
2024-05-01,14,592,32,21,22
2024-05-01,14,593,34,28,24
2024-05-01,14,594,22,38,0
2024-05-01,14,595,42,15,4
2024-05-01,14,596,26,11,0
2024-05-01,14,597,46,18,13
2024-05-01,14,598,46,74,10
2024-05-01,14,599,41,16,5
2024-05-01,14,600,29,33,4
2024-05-01,14,601,30,39,44
2024-05-01,14,602,52,31,40
2024-05-01,14,603,15,31,0
2024-05-01,14,604,40,18,31
2024-05-01,14,605,14,28,22
2024-05-01,14,606,23,52,28
2024-05-01,14,607,43,10,60
2024-05-01,14,608,33,39,16
2024-05-01,14,609,49,18,66
2024-05-01,14,610,18,12,27
2024-05-01,14,611,41,41,46
2024-05-01,14,612,52,40,23
2024-05-01,14,613,24,25,13
2024-05-01,14,614,9,28,0
2024-05-01,14,615,48,23,68
2024-05-01,14,616,14,39,17
2024-05-01,14,617,30,50,0
2024-05-01,14,618,20,40,0
2024-05-01,14,619,18,45,0
2024-05-01,14,620,33,39,9
2024-05-01,14,621,16,11,0
2024-05-01,14,622,9,17,12
2024-05-01,14,623,31,40,13
2024-05-01,14,624,52,36,72
2024-05-01,14,625,48,36,45
2024-05-01,14,626,54,20,34
2024-05-01,14,627,24,36,21
2024-05-01,14,628,33,46,40
2024-05-01,14,629,49,59,23
2024-05-01,14,630,51,48,56
2024-05-01,14,631,20,49,12
2024-05-01,14,632,47,16,53
2024-05-01,14,633,47,74,41
2024-05-01,14,634,42,43,49
2024-05-01,14,635,15,38,15
2024-05-01,14,636,27,35,8
2024-05-01,14,637,44,46,17
2024-05-01,14,638,52,22,41
2024-05-01,14,639,52,27,30
2024-05-01,14,640,48,39,60
2024-05-01,14,641,47,32,39
2024-05-01,14,642,38,11,58
2024-05-01,14,643,38,11,10
2024-05-01,14,644,41,49,30
2024-05-01,14,645,10,23,0
2024-05-01,14,646,11,40,0
2024-05-01,14,647,45,43,40
2024-05-01,14,648,50,40,32
2024-05-01,14,649,39,23,12
2024-05-01,14,650,13,17,17
2024-05-01,14,651,10,36,0
2024-05-01,14,652,29,61,49
2024-05-01,14,653,12,20,0
2024-05-01,14,654,17,72,28
2024-05-01,14,655,41,24,57
2024-05-01,14,656,27,47,38
2024-05-01,14,657,40,48,23
2024-05-01,14,658,48,31,64
2024-05-01,14,659,35,76,32
2024-05-01,14,660,14,60,0
2024-05-01,14,661,37,43,38
2024-05-01,14,662,35,48,15
2024-05-01,14,663,37,43,8
2024-05-01,14,664,8,59,0
2024-05-01,14,665,47,78,11
2024-05-01,14,666,18,69,0
2024-05-01,14,667,13,42,25
2024-05-01,14,668,25,34,0
2024-05-01,14,669,50,43,70
2024-05-01,14,670,45,36,24
2024-05-01,14,671,30,42,28
2024-05-01,14,672,17,71,0
2024-05-01,14,673,36,48,46
