customer_id,customer_code,gender,age,country,city,segment,signup_date,acquisition_channel,loyalty_contact_pref
4202,CUST_04202,Female,38,Egypt,Alexandria,Regular,2023-10-04,App,SMS
4203,CUST_04203,Male,54,UAE,Abu Dhabi,Regular,2021-01-08,Referral,Email
4204,CUST_04204,Male,36,UAE,Abu Dhabi,Regular,2025-01-22,App,SMS
4205,CUST_04205,Female,56,Saudi Arabia,Jeddah,Regular,2025-12-10,Website,SMS
4206,CUST_04206,Female,36,Saudi Arabia,Riyadh,Budget,2025-07-18,Referral,Email
4207,CUST_04207,Male,27,Jordan,Amman,Regular,2024-01-19,Store,Push
4208,CUST_04208,Female,43,Saudi Arabia,Jeddah,Regular,2025-10-04,Referral,Email
4209,CUST_04209,Female,47,Saudi Arabia,Jeddah,Business,2025-07-07,App,Push
4210,CUST_04210,Female,51,Egypt,Giza,Regular,2024-09-28,App,Email
4211,CUST_04211,Female,53,Saudi Arabia,Riyadh,Budget,2025-05-09,App,Push
4212,CUST_04212,Male,51,Egypt,Giza,Regular,2021-09-20,Website,Push
4213,CUST_04213,Male,27,UAE,Abu Dhabi,Premium,2024-02-15,App,Email
4214,CUST_04214,Female,67,Jordan,Aqaba,Regular,2025-12-16,Store,Email
4215,CUST_04215,Male,45,Jordan,Aqaba,Regular,2021-03-27,Website,None
4216,CUST_04216,Male,33,Jordan,Amman,Premium,2024-08-14,Store,Push
4217,CUST_04217,Male,63,Egypt,Cairo,Regular,2023-02-27,App,SMS
4218,CUST_04218,Female,51,Saudi Arabia,Jeddah,Business,2022-11-08,Store,SMS
4219,CUST_04219,Male,61,Saudi Arabia,Dammam,Regular,2023-03-18,App,SMS
4220,CUST_04220,Female,64,UAE,Dubai,Regular,2022-08-06,App,SMS
4221,CUST_04221,Male,28,Saudi Arabia,Riyadh,Regular,2024-10-28,Website,None
4222,CUST_04222,Female,38,UAE,Sharjah,Premium,2021-07-23,Store,SMS
4223,CUST_04223,Male,21,Jordan,Zarqa,Budget,2025-10-13,Website,None
4224,CUST_04224,Female,42,Egypt,Cairo,Budget,2022-07-09,Website,None
4225,CUST_04225,Female,56,UAE,Abu Dhabi,Budget,2021-11-20,Referral,Email
4226,CUST_04226,Male,33,Egypt,Cairo,Regular,2025-12-24,Store,Push
4227,CUST_04227,Female,61,Egypt,Cairo,Budget,2021-04-12,Store,None
4228,CUST_04228,Female,46,Jordan,Irbid,Regular,2022-08-29,Website,Email
4229,CUST_04229,Male,63,Saudi Arabia,Jeddah,Budget,2022-12-27,Website,Email
4230,CUST_04230,Female,59,Jordan,Aqaba,Premium,2025-07-11,Store,SMS
4231,CUST_04231,Female,24,Jordan,Irbid,Budget,2022-08-27,Store,Push
4232,CUST_04232,Male,36,Saudi Arabia,Riyadh,Regular,2023-01-02,Website,Email
4233,CUST_04233,Female,43,Egypt,Alexandria,Regular,2023-05-31,Store,SMS
4234,CUST_04234,Male,43,Egypt,Giza,Regular,2025-07-10,Store,Push
4235,CUST_04235,Female,66,Egypt,Alexandria,Regular,2021-04-12,App,Email
4236,CUST_04236,Male,51,Jordan,Amman,Premium,2025-05-24,App,SMS
4237,CUST_04237,Female,50,Saudi Arabia,Riyadh,Regular,2025-01-16,Referral,Push
4238,CUST_04238,Female,30,Egypt,Alexandria,Regular,2022-02-13,Website,Push
4239,CUST_04239,Female,54,Saudi Arabia,Jeddah,Regular,2024-04-12,Store,Email
4240,CUST_04240,Male,28,Egypt,Cairo,Budget,2023-05-28,Store,Email
4241,CUST_04241,Male,61,UAE,Dubai,Budget,2022-11-06,Store,Email
4242,CUST_04242,Male,27,UAE,Abu Dhabi,Regular,2025-12-21,Store,Email
4243,CUST_04243,Female,64,UAE,Sharjah,Budget,2024-08-02,Store,Push
4244,CUST_04244,Female,64,Saudi Arabia,Jeddah,Regular,2022-01-28,App,Push
4245,CUST_04245,Female,67,Egypt,Cairo,Regular,2021-08-26,App,None
4246,CUST_04246,Female,31,Egypt,Cairo,Regular,2021-01-11,Store,Push
4247,CUST_04247,Female,21,Jordan,Zarqa,Budget,2022-09-03,App,None
4248,CUST_04248,Male,38,Jordan,Aqaba,Premium,2025-10-23,Store,Email
4249,CUST_04249,Male,61,UAE,Abu Dhabi,Regular,2024-02-08,App,Email
4250,CUST_04250,Female,32,Egypt,Giza,Regular,2021-02-13,Website,Push
4251,CUST_04251,Male,34,Egypt,Alexandria,Budget,2024-01-12,App,Email
4252,CUST_04252,Male,64,Egypt,Alexandria,Regular,2022-06-28,Website,Push
4253,CUST_04253,Male,28,Saudi Arabia,Jeddah,Regular,2024-05-15,Store,Email
4254,CUST_04254,Female,34,Saudi Arabia,Jeddah,Budget,2023-03-23,App,Push
4255,CUST_04255,Male,67,Jordan,Zarqa,Regular,2022-03-06,Website,Email
4256,CUST_04256,Female,42,Jordan,Amman,Budget,2023-02-28,App,SMS
4257,CUST_04257,Female,35,UAE,Abu Dhabi,Regular,2022-12-20,Referral,SMS
4258,CUST_04258,Male,46,UAE,Sharjah,Regular,2024-08-23,Store,Push
4259,CUST_04259,Female,49,Egypt,Giza,Regular,2023-02-05,Website,None
4260,CUST_04260,Male,37,Jordan,Zarqa,Regular,2021-12-28,App,Push
4261,CUST_04261,Male,65,Jordan,Zarqa,Regular,2024-06-28,Website,None
4262,CUST_04262,Male,42,Egypt,Alexandria,Regular,2021-01-30,App,Email
4263,CUST_04263,Female,47,UAE,Dubai,Regular,2024-03-03,App,Email
4264,CUST_04264,Female,27,Saudi Arabia,Dammam,Business,2021-02-09,Store,Push
4265,CUST_04265,Male,31,Jordan,Zarqa,Premium,2025-03-01,Store,Push
4266,CUST_04266,Male,29,Egypt,Alexandria,Business,2025-08-16,App,SMS
4267,CUST_04267,Male,66,Jordan,Zarqa,Regular,2022-03-03,Store,Email
4268,CUST_04268,Male,57,Egypt,Cairo,Business,2021-08-13,App,None
4269,CUST_04269,Male,50,Jordan,Zarqa,Regular,2023-07-10,Store,Push
4270,CUST_04270,Female,45,Egypt,Alexandria,Budget,2024-04-30,Referral,Push
4271,CUST_04271,Male,32,UAE,Sharjah,Regular,2022-08-11,Store,Push
4272,CUST_04272,Male,67,Jordan,Aqaba,Budget,2024-03-17,Website,None
4273,CUST_04273,Male,53,UAE,Abu Dhabi,Budget,2021-08-10,App,Email
4274,CUST_04274,Male,29,Saudi Arabia,Riyadh,Premium,2021-11-21,App,None
4275,CUST_04275,Female,40,Saudi Arabia,Dammam,Regular,2021-10-30,App,Push
4276,CUST_04276,Female,21,Jordan,Irbid,Budget,2023-07-12,App,Push
4277,CUST_04277,Male,46,Jordan,Aqaba,Regular,2025-12-07,Store,Email
4278,CUST_04278,Male,30,Saudi Arabia,Dammam,Premium,2021-05-11,Website,SMS
4279,CUST_04279,Male,33,Saudi Arabia,Dammam,Regular,2021-02-09,Store,Push
4280,CUST_04280,Female,55,UAE,Sharjah,Regular,2024-10-22,App,None
4281,CUST_04281,Female,22,Egypt,Alexandria,Regular,2022-02-09,Referral,Email
4282,CUST_04282,Female,56,Egypt,Giza,Budget,2023-10-27,App,Email
4283,CUST_04283,Male,35,Saudi Arabia,Dammam,Business,2022-03-06,Store,None
4284,CUST_04284,Female,19,Egypt,Giza,Budget,2023-10-05,App,None
4285,CUST_04285,Male,34,Egypt,Giza,Regular,2023-07-26,Website,Email
4286,CUST_04286,Female,60,UAE,Sharjah,Regular,2022-11-27,Store,SMS
4287,CUST_04287,Male,66,Saudi Arabia,Dammam,Regular,2025-07-02,Referral,SMS
4288,CUST_04288,Female,46,UAE,Abu Dhabi,Premium,2024-06-14,Store,Push
4289,CUST_04289,Female,22,Egypt,Alexandria,Budget,2021-06-19,App,Email
4290,CUST_04290,Female,47,UAE,Dubai,Regular,2022-09-16,App,Email
4291,CUST_04291,Female,59,Jordan,Zarqa,Regular,2022-03-19,Store,Email
4292,CUST_04292,Male,53,Egypt,Alexandria,Regular,2023-03-04,App,Email
4293,CUST_04293,Female,65,Jordan,Zarqa,Budget,2025-04-07,Store,Push
4294,CUST_04294,Male,53,UAE,Abu Dhabi,Regular,2022-06-14,Store,SMS
4295,CUST_04295,Male,48,Saudi Arabia,Jeddah,Regular,2023-12-28,Website,Push
4296,CUST_04296,Female,64,Jordan,Irbid,Regular,2024-08-13,App,SMS
4297,CUST_04297,Female,37,Jordan,Aqaba,Regular,2024-09-21,App,None
4298,CUST_04298,Female,18,Egypt,Giza,Business,2022-11-25,Store,Push
4299,CUST_04299,Male,23,Jordan,Irbid,Premium,2025-06-25,Website,None
4300,CUST_04300,Male,28,Jordan,Irbid,Regular,2024-12-12,Store,SMS
4301,CUST_04301,Female,33,Saudi Arabia,Riyadh,Regular,2024-06-10,Website,Push
4302,CUST_04302,Female,50,UAE,Sharjah,Regular,2021-08-27,Website,Email
4303,CUST_04303,Male,30,Egypt,Cairo,Regular,2025-08-14,Store,None
4304,CUST_04304,Female,20,Saudi Arabia,Riyadh,Regular,2025-04-12,Website,Push
4305,CUST_04305,Male,65,UAE,Sharjah,Premium,2022-08-28,Store,Email
4306,CUST_04306,Female,47,Saudi Arabia,Jeddah,Budget,2025-04-20,Referral,None
4307,CUST_04307,Female,67,Egypt,Giza,Budget,2023-09-16,App,SMS
4308,CUST_04308,Female,64,Saudi Arabia,Riyadh,Budget,2022-11-12,Website,SMS
4309,CUST_04309,Male,68,Egypt,Giza,Premium,2025-06-01,Website,Email
4310,CUST_04310,Female,59,UAE,Dubai,Business,2022-10-27,Referral,Email
4311,CUST_04311,Female,42,Jordan,Amman,Regular,2024-05-28,Website,None
4312,CUST_04312,Male,63,Egypt,Cairo,Budget,2025-01-21,Website,None
4313,CUST_04313,Female,56,Saudi Arabia,Dammam,Budget,2021-08-24,Store,Email
4314,CUST_04314,Female,28,UAE,Dubai,Regular,2024-06-13,Store,Email
4315,CUST_04315,Female,55,Jordan,Aqaba,Regular,2021-02-24,Store,None
4316,CUST_04316,Male,58,Saudi Arabia,Jeddah,Budget,2021-04-19,App,SMS
4317,CUST_04317,Male,21,Jordan,Amman,Regular,2022-11-21,Store,Push
4318,CUST_04318,Male,58,Jordan,Amman,Budget,2022-07-15,Store,Email
4319,CUST_04319,Female,62,Egypt,Giza,Business,2023-08-31,Store,Push
4320,CUST_04320,Female,67,Jordan,Irbid,Budget,2024-01-13,Store,Push
4321,CUST_04321,Male,23,Saudi Arabia,Riyadh,Regular,2023-07-07,Store,SMS
4322,CUST_04322,Female,18,Jordan,Zarqa,Premium,2024-10-30,App,Email
4323,CUST_04323,Female,33,Jordan,Amman,Regular,2025-06-14,Store,Email
4324,CUST_04324,Male,18,UAE,Sharjah,Budget,2023-01-25,Store,SMS
4325,CUST_04325,Male,58,Jordan,Irbid,Regular,2025-11-16,App,SMS
4326,CUST_04326,Female,26,Egypt,Cairo,Business,2022-01-17,Store,Push
4327,CUST_04327,Female,40,Saudi Arabia,Dammam,Premium,2024-11-21,Store,SMS
4328,CUST_04328,Male,64,UAE,Dubai,Regular,2025-10-25,Store,None
4329,CUST_04329,Male,53,Egypt,Cairo,Budget,2022-06-17,Website,Push
4330,CUST_04330,Male,34,Saudi Arabia,Riyadh,Regular,2023-12-31,Website,Email
4331,CUST_04331,Male,57,Saudi Arabia,Dammam,Budget,2021-03-24,App,SMS
4332,CUST_04332,Female,41,Egypt,Cairo,Regular,2024-12-23,Store,Push
4333,CUST_04333,Female,64,UAE,Sharjah,Regular,2025-03-18,App,SMS
4334,CUST_04334,Female,22,UAE,Abu Dhabi,Regular,2024-02-08,Store,None
4335,CUST_04335,Male,25,Jordan,Irbid,Budget,2025-04-09,Store,None
4336,CUST_04336,Female,20,Egypt,Alexandria,Business,2023-04-21,Referral,SMS
4337,CUST_04337,Male,67,Egypt,Giza,Budget,2024-05-20,Store,Email
4338,CUST_04338,Female,54,Jordan,Zarqa,Budget,2024-08-20,App,Email
4339,CUST_04339,Male,40,Jordan,Irbid,Regular,2023-03-16,Store,SMS
4340,CUST_04340,Female,57,UAE,Dubai,Budget,2022-09-24,App,None
4341,CUST_04341,Female,39,UAE,Sharjah,Regular,2022-02-13,Website,Email
4342,CUST_04342,Male,64,Jordan,Irbid,Regular,2023-11-16,Store,Email
4343,CUST_04343,Male,34,UAE,Sharjah,Regular,2023-11-08,Store,Push
4344,CUST_04344,Male,56,Jordan,Aqaba,Budget,2025-06-10,Store,SMS
4345,CUST_04345,Female,28,Jordan,Amman,Regular,2024-11-27,Store,Push
4346,CUST_04346,Male,30,Saudi Arabia,Riyadh,Regular,2024-09-05,Referral,Email
4347,CUST_04347,Female,26,Jordan,Aqaba,Regular,2025-01-22,Website,Email
4348,CUST_04348,Female,67,Egypt,Giza,Business,2022-04-19,App,None
4349,CUST_04349,Male,18,Egypt,Alexandria,Budget,2024-12-29,App,Push
4350,CUST_04350,Male,65,UAE,Abu Dhabi,Budget,2021-10-27,Store,SMS
4351,CUST_04351,Male,55,Egypt,Giza,Premium,2023-02-18,Store,Email
4352,CUST_04352,Male,34,Jordan,Aqaba,Regular,2023-02-01,Store,None
4353,CUST_04353,Male,48,Saudi Arabia,Dammam,Budget,2024-09-02,Referral,SMS
4354,CUST_04354,Male,38,Jordan,Zarqa,Regular,2023-11-16,Website,Email
4355,CUST_04355,Female,27,Egypt,Cairo,Budget,2021-05-09,Website,Email
4356,CUST_04356,Female,50,UAE,Sharjah,Regular,2024-03-07,Website,None
4357,CUST_04357,Male,39,Jordan,Aqaba,Regular,2024-10-10,Store,None
4358,CUST_04358,Female,64,Saudi Arabia,Riyadh,Regular,2024-01-09,Website,Push
4359,CUST_04359,Female,34,Saudi Arabia,Dammam,Regular,2022-04-25,App,Push
4360,CUST_04360,Male,64,Saudi Arabia,Riyadh,Budget,2023-01-08,App,Email
4361,CUST_04361,Female,42,Saudi Arabia,Riyadh,Regular,2021-12-26,Website,None
4362,CUST_04362,Female,57,UAE,Sharjah,Regular,2023-01-18,Store,Push
4363,CUST_04363,Male,63,UAE,Dubai,Budget,2025-02-01,Store,Push
4364,CUST_04364,Female,61,Saudi Arabia,Dammam,Regular,2025-04-30,Store,None
4365,CUST_04365,Female,36,Jordan,Zarqa,Business,2021-10-04,Referral,None
4366,CUST_04366,Female,45,Jordan,Irbid,Budget,2021-03-31,App,Email
4367,CUST_04367,Female,47,Egypt,Cairo,Regular,2025-03-13,Website,Push
4368,CUST_04368,Female,51,Egypt,Giza,Regular,2025-11-19,Store,Push
4369,CUST_04369,Female,25,Saudi Arabia,Jeddah,Regular,2024-07-01,Store,None
4370,CUST_04370,Male,46,Saudi Arabia,Dammam,Regular,2023-08-30,App,SMS
4371,CUST_04371,Male,67,Egypt,Alexandria,Budget,2024-08-04,Store,Push
4372,CUST_04372,Female,61,Jordan,Zarqa,Regular,2025-09-16,Store,None
4373,CUST_04373,Female,24,Saudi Arabia,Dammam,Premium,2022-04-04,Store,Email
4374,CUST_04374,Male,44,Jordan,Aqaba,Regular,2022-09-20,Store,Email
4375,CUST_04375,Male,63,Saudi Arabia,Riyadh,Regular,2024-11-10,Store,Email
4376,CUST_04376,Female,29,Saudi Arabia,Jeddah,Budget,2025-01-16,Store,SMS
4377,CUST_04377,Male,21,Egypt,Giza,Business,2022-03-23,Website,Email
4378,CUST_04378,Male,67,Egypt,Alexandria,Budget,2024-10-16,Website,Email
4379,CUST_04379,Female,29,UAE,Abu Dhabi,Budget,2021-06-09,Store,None
4380,CUST_04380,Male,39,Egypt,Giza,Regular,2024-08-18,Store,Push
4381,CUST_04381,Male,47,Egypt,Alexandria,Regular,2022-02-10,Store,None
4382,CUST_04382,Male,22,Jordan,Amman,Budget,2021-11-25,Referral,Email
4383,CUST_04383,Female,56,Jordan,Aqaba,Budget,2022-06-01,App,SMS
4384,CUST_04384,Male,45,Jordan,Irbid,Regular,2024-09-01,App,Push
4385,CUST_04385,Male,39,Egypt,Alexandria,Premium,2022-04-14,Referral,Push
4386,CUST_04386,Male,24,UAE,Abu Dhabi,Regular,2021-02-03,Website,Email
4387,CUST_04387,Male,41,Saudi Arabia,Jeddah,Premium,2024-06-09,App,None
4388,CUST_04388,Female,65,Egypt,Giza,Premium,2023-04-10,Referral,Push
4389,CUST_04389,Female,62,Jordan,Amman,Regular,2021-08-14,Store,Push
4390,CUST_04390,Male,59,Saudi Arabia,Riyadh,Premium,2023-02-02,Store,Email
4391,CUST_04391,Male,66,UAE,Abu Dhabi,Regular,2023-10-19,App,None
4392,CUST_04392,Female,45,Jordan,Amman,Regular,2024-03-23,App,Email
4393,CUST_04393,Male,43,Saudi Arabia,Jeddah,Premium,2025-10-03,App,Push
4394,CUST_04394,Male,57,UAE,Dubai,Regular,2022-11-10,Store,None
4395,CUST_04395,Female,46,Saudi Arabia,Riyadh,Budget,2025-08-04,Website,None
4396,CUST_04396,Female,38,Saudi Arabia,Dammam,Budget,2023-05-29,App,Push
4397,CUST_04397,Male,37,Saudi Arabia,Riyadh,Regular,2021-06-01,Store,Email
4398,CUST_04398,Male,54,Egypt,Giza,Budget,2025-05-09,Referral,None
4399,CUST_04399,Male,57,Jordan,Aqaba,Regular,2025-07-07,Store,Email
4400,CUST_04400,Male,41,Saudi Arabia,Dammam,Premium,2024-07-11,Website,Push
4401,CUST_04401,Female,52,Jordan,Zarqa,Budget,2021-07-27,Website,Push
4402,CUST_04402,Male,47,Saudi Arabia,Riyadh,Budget,2022-04-07,Store,Push
4403,CUST_04403,Male,24,Jordan,Amman,Regular,2025-01-21,App,Email
4404,CUST_04404,Female,32,Egypt,Cairo,Regular,2025-02-11,Website,SMS
4405,CUST_04405,Male,66,UAE,Abu Dhabi,Regular,2024-04-02,Website,Email
4406,CUST_04406,Male,40,Saudi Arabia,Jeddah,Regular,2021-03-19,Website,Push
4407,CUST_04407,Male,52,Jordan,Zarqa,Budget,2025-08-09,App,Push
4408,CUST_04408,Male,54,Saudi Arabia,Riyadh,Regular,2023-04-27,Website,None
4409,CUST_04409,Female,30,Jordan,Irbid,Budget,2023-02-10,Website,SMS
4410,CUST_04410,Male,62,Saudi Arabia,Jeddah,Budget,2021-07-08,App,SMS
4411,CUST_04411,Female,51,Jordan,Amman,Budget,2025-02-23,Store,Email
4412,CUST_04412,Male,48,Egypt,Alexandria,Budget,2022-11-14,Store,None
4413,CUST_04413,Male,21,UAE,Abu Dhabi,Budget,2023-10-07,Store,Email
4414,CUST_04414,Female,60,Jordan,Irbid,Regular,2022-12-13,App,None
4415,CUST_04415,Female,50,Jordan,Aqaba,Budget,2022-05-04,Website,SMS
4416,CUST_04416,Female,21,Jordan,Amman,Premium,2021-06-11,App,None
4417,CUST_04417,Female,45,Saudi Arabia,Jeddah,Business,2022-03-29,Website,Push
4418,CUST_04418,Male,64,UAE,Abu Dhabi,Regular,2023-12-28,Store,None
4419,CUST_04419,Female,67,Jordan,Aqaba,Premium,2025-08-11,Store,Email
4420,CUST_04420,Male,65,Egypt,Alexandria,Premium,2023-02-19,Store,None
4421,CUST_04421,Female,20,Saudi Arabia,Dammam,Premium,2024-07-22,Store,Push
4422,CUST_04422,Male,58,UAE,Dubai,Premium,2021-04-18,Store,Email
4423,CUST_04423,Male,63,Egypt,Giza,Business,2022-06-02,Referral,Push
4424,CUST_04424,Female,53,Egypt,Alexandria,Premium,2021-05-28,Website,None
4425,CUST_04425,Male,62,Jordan,Zarqa,Regular,2022-06-04,App,Push
4426,CUST_04426,Female,64,Egypt,Giza,Regular,2024-03-06,Store,Email
4427,CUST_04427,Female,18,Egypt,Cairo,Premium,2022-04-23,App,Push
4428,CUST_04428,Male,33,Egypt,Giza,Budget,2021-06-05,App,Email
4429,CUST_04429,Female,25,Egypt,Giza,Regular,2022-04-06,Website,None
4430,CUST_04430,Male,45,UAE,Abu Dhabi,Premium,2025-12-11,Store,Push
4431,CUST_04431,Male,40,Jordan,Zarqa,Budget,2024-04-14,Website,SMS
4432,CUST_04432,Female,57,UAE,Sharjah,Budget,2021-07-06,Website,SMS
4433,CUST_04433,Male,66,Jordan,Aqaba,Regular,2024-03-01,Website,Push
4434,CUST_04434,Male,61,UAE,Abu Dhabi,Regular,2023-10-15,Store,SMS
4435,CUST_04435,Male,33,UAE,Sharjah,Regular,2021-08-28,Store,Email
4436,CUST_04436,Male,68,Jordan,Irbid,Regular,2024-12-15,Store,Email
4437,CUST_04437,Female,52,UAE,Abu Dhabi,Premium,2021-05-26,Website,Email
4438,CUST_04438,Male,25,UAE,Sharjah,Budget,2024-10-02,App,Email
4439,CUST_04439,Female,32,Egypt,Cairo,Regular,2025-03-02,Store,None
4440,CUST_04440,Female,68,Jordan,Aqaba,Budget,2025-05-21,App,Email
4441,CUST_04441,Male,57,Saudi Arabia,Dammam,Regular,2024-02-11,Website,Push
4442,CUST_04442,Male,58,Saudi Arabia,Riyadh,Premium,2022-08-15,Website,SMS
4443,CUST_04443,Female,61,Egypt,Giza,Regular,2024-01-18,App,None
4444,CUST_04444,Female,63,Egypt,Giza,Budget,2021-02-10,Store,Push
4445,CUST_04445,Male,60,UAE,Sharjah,Regular,2025-10-20,Website,Push
4446,CUST_04446,Female,52,UAE,Sharjah,Regular,2023-01-25,Website,Email
4447,CUST_04447,Female,69,Egypt,Giza,Regular,2025-09-24,Website,SMS
4448,CUST_04448,Male,52,Jordan,Zarqa,Budget,2024-06-26,Store,Email
4449,CUST_04449,Female,22,Saudi Arabia,Dammam,Premium,2025-08-31,Store,None
4450,CUST_04450,Female,19,Saudi Arabia,Dammam,Regular,2024-05-27,Store,SMS
4451,CUST_04451,Female,39,Jordan,Irbid,Budget,2024-01-17,App,Push
4452,CUST_04452,Female,45,UAE,Abu Dhabi,Regular,2024-05-11,App,Email
4453,CUST_04453,Male,69,Egypt,Cairo,Premium,2021-10-26,Store,None
4454,CUST_04454,Female,56,Saudi Arabia,Riyadh,Regular,2022-04-22,App,Email
4455,CUST_04455,Male,37,Jordan,Aqaba,Budget,2022-11-28,Store,Push
4456,CUST_04456,Male,55,Saudi Arabia,Jeddah,Budget,2025-09-20,Store,Push
4457,CUST_04457,Male,53,UAE,Sharjah,Regular,2023-05-28,App,SMS
4458,CUST_04458,Male,66,UAE,Sharjah,Regular,2022-07-25,App,SMS
4459,CUST_04459,Female,37,Jordan,Zarqa,Premium,2023-01-31,Store,None
4460,CUST_04460,Female,35,Egypt,Cairo,Premium,2025-01-31,Store,Push
4461,CUST_04461,Female,60,UAE,Sharjah,Business,2022-08-04,Website,Email
4462,CUST_04462,Male,31,Saudi Arabia,Dammam,Budget,2025-02-16,App,SMS
4463,CUST_04463,Female,26,UAE,Dubai,Regular,2023-06-15,Store,Push
4464,CUST_04464,Female,64,Jordan,Irbid,Business,2023-01-01,Store,SMS
4465,CUST_04465,Male,49,Jordan,Aqaba,Premium,2022-05-20,Store,None
4466,CUST_04466,Female,18,Saudi Arabia,Dammam,Budget,2021-01-13,App,Email
4467,CUST_04467,Male,59,UAE,Sharjah,Regular,2025-11-02,Store,Email
4468,CUST_04468,Female,48,Jordan,Amman,Budget,2022-02-08,App,SMS
4469,CUST_04469,Female,42,Egypt,Giza,Budget,2021-01-31,Store,None
4470,CUST_04470,Male,59,UAE,Sharjah,Regular,2022-02-01,App,None
4471,CUST_04471,Male,32,UAE,Abu Dhabi,Regular,2024-05-13,App,Push
4472,CUST_04472,Male,65,Egypt,Cairo,Regular,2025-01-04,Store,None
4473,CUST_04473,Male,20,Jordan,Aqaba,Business,2021-02-08,Store,Email
4474,CUST_04474,Male,19,Saudi Arabia,Dammam,Regular,2023-03-24,Store,Push
4475,CUST_04475,Female,45,Saudi Arabia,Jeddah,Regular,2022-10-08,Store,Push
4476,CUST_04476,Male,29,Saudi Arabia,Riyadh,Regular,2024-07-24,Website,Push
4477,CUST_04477,Female,55,Saudi Arabia,Jeddah,Regular,2022-11-21,Store,Push
4478,CUST_04478,Female,42,Saudi Arabia,Jeddah,Regular,2023-09-11,App,None
4479,CUST_04479,Male,62,Egypt,Alexandria,Business,2024-09-02,Website,Email
4480,CUST_04480,Male,45,UAE,Abu Dhabi,Regular,2021-11-19,Store,Email
4481,CUST_04481,Male,43,Egypt,Giza,Premium,2023-05-02,App,None
4482,CUST_04482,Female,58,Jordan,Amman,Regular,2025-09-28,Store,Email
4483,CUST_04483,Male,68,Egypt,Alexandria,Budget,2024-07-23,Referral,Email
4484,CUST_04484,Male,49,UAE,Dubai,Regular,2025-06-14,App,None
4485,CUST_04485,Male,55,UAE,Abu Dhabi,Budget,2021-01-16,App,SMS
4486,CUST_04486,Female,42,UAE,Dubai,Regular,2025-08-07,App,None
4487,CUST_04487,Male,58,Saudi Arabia,Dammam,Budget,2025-06-13,App,Email
4488,CUST_04488,Male,68,UAE,Dubai,Regular,2021-03-12,Store,Email
4489,CUST_04489,Male,24,Saudi Arabia,Dammam,Budget,2024-10-01,App,Email
4490,CUST_04490,Male,59,Saudi Arabia,Jeddah,Budget,2023-07-17,Website,SMS
4491,CUST_04491,Male,45,Saudi Arabia,Jeddah,Regular,2023-04-19,Website,None
4492,CUST_04492,Male,36,Jordan,Irbid,Premium,2024-03-25,Website,Email
4493,CUST_04493,Female,27,Jordan,Amman,Regular,2024-11-07,App,Email
4494,CUST_04494,Male,65,Saudi Arabia,Dammam,Regular,2023-04-27,Store,None
4495,CUST_04495,Female,41,UAE,Sharjah,Regular,2025-04-28,Store,Push
4496,CUST_04496,Female,36,Jordan,Zarqa,Regular,2025-03-19,App,SMS
4497,CUST_04497,Female,47,UAE,Sharjah,Regular,2025-07-21,Website,SMS
4498,CUST_04498,Female,63,UAE,Sharjah,Premium,2025-06-19,Store,SMS
4499,CUST_04499,Male,50,Saudi Arabia,Riyadh,Premium,2025-04-14,App,None
4500,CUST_04500,Female,50,Saudi Arabia,Dammam,Budget,2021-08-26,App,Email
4501,CUST_04501,Male,51,Saudi Arabia,Riyadh,Business,2022-12-26,Store,None
4502,CUST_04502,Female,38,Jordan,Zarqa,Premium,2024-08-31,Website,Push
4503,CUST_04503,Female,56,UAE,Abu Dhabi,Regular,2025-04-09,Store,SMS
4504,CUST_04504,Male,53,Egypt,Giza,Regular,2021-10-25,App,Email
4505,CUST_04505,Male,55,Jordan,Aqaba,Premium,2023-08-05,Store,Push
4506,CUST_04506,Female,54,Egypt,Alexandria,Regular,2023-01-17,Website,Email
4507,CUST_04507,Female,45,Saudi Arabia,Dammam,Business,2023-11-01,App,Email
4508,CUST_04508,Male,55,Saudi Arabia,Jeddah,Business,2024-10-25,Store,SMS
4509,CUST_04509,Female,19,Jordan,Irbid,Budget,2023-10-04,Website,Email
4510,CUST_04510,Female,50,Saudi Arabia,Jeddah,Budget,2025-06-28,Store,Push
4511,CUST_04511,Male,35,Egypt,Cairo,Regular,2025-09-17,Website,SMS
4512,CUST_04512,Male,50,Saudi Arabia,Dammam,Premium,2023-04-14,Website,None
4513,CUST_04513,Male,36,Saudi Arabia,Dammam,Regular,2022-07-31,Store,None
4514,CUST_04514,Male,26,Saudi Arabia,Jeddah,Regular,2022-06-23,Store,Push
4515,CUST_04515,Female,69,Saudi Arabia,Riyadh,Premium,2022-09-18,Store,Push
4516,CUST_04516,Male,62,Jordan,Amman,Regular,2024-04-06,App,Email
4517,CUST_04517,Female,24,Egypt,Alexandria,Regular,2022-04-13,Store,SMS
4518,CUST_04518,Male,44,Egypt,Alexandria,Budget,2024-10-01,App,Push
4519,CUST_04519,Male,34,UAE,Abu Dhabi,Budget,2021-12-18,App,Email
4520,CUST_04520,Male,25,Jordan,Irbid,Regular,2021-12-07,Store,Email
4521,CUST_04521,Male,41,Egypt,Giza,Regular,2023-08-29,Store,SMS
4522,CUST_04522,Female,57,Egypt,Alexandria,Budget,2022-09-02,Store,Email
4523,CUST_04523,Male,34,Saudi Arabia,Dammam,Regular,2023-04-27,Store,SMS
