return_id,order_id,return_date,customer_id,product_id,store_id,returned_qty,refund_amount,return_reason
4106,199913,2025-01-29,11639,198,28,1,6.31,Late Delivery
4107,199967,2025-02-06,12617,190,22,1,12.64,Quality Issue
4108,199997,2025-02-11,14503,209,13,1,20.33,Wrong Item
4109,200011,2025-02-09,847,4,24,1,19.05,Quality Issue
4110,200023,2025-02-02,4710,152,29,2,18.28,Not Needed
4111,200172,2025-02-06,6331,374,5,1,12.61,Late Delivery
4112,200182,2025-02-09,6252,180,17,2,9.84,Not Needed
4113,200340,2025-02-17,13108,87,15,1,0.96,Wrong Item
4114,200361,2025-02-01,20583,379,17,1,15.53,Late Delivery
4115,200381,2025-02-05,379,210,31,2,24.38,Not Needed
4116,200399,2025-02-04,9095,660,5,1,264.04,Quality Issue
4117,200574,2025-02-01,21898,349,6,1,21.08,Not Needed
4118,200578,2025-02-17,22762,411,7,1,5.41,Wrong Item
4119,200592,2025-02-08,24607,557,34,2,9.05,Late Delivery
4120,200626,2025-01-31,4051,458,10,1,22.1,Late Delivery
4121,200631,2025-02-08,2772,292,1,1,9.26,Late Delivery
4122,200633,2025-02-12,2922,166,3,2,6.69,Not Needed
4123,200646,2025-02-12,9123,357,11,2,12.92,Late Delivery
4124,200652,2025-02-03,20117,671,24,1,78.03,Not Needed
4125,200687,2025-02-02,3399,501,17,1,43.81,Damaged
4126,200837,2025-01-30,15922,615,14,1,240.09,Not Needed
4127,200944,2025-02-18,11463,458,29,1,14.68,Not Needed
4128,200979,2025-02-05,6422,555,27,1,20.74,Not Needed
4129,201001,2025-01-31,19651,39,2,2,8.26,Not Needed
4130,201081,2025-02-06,9480,39,2,2,3.1,Wrong Item
4131,201139,2025-02-02,3190,260,20,1,6.93,Quality Issue
4132,201171,2025-01-31,4247,360,4,1,9.83,Late Delivery
4133,201186,2025-02-12,23815,217,20,2,27.21,Not Needed
4134,201229,2025-02-15,19082,89,18,2,23.89,Not Needed
4135,201264,2025-02-10,9646,133,16,1,8.95,Quality Issue
4136,201274,2025-02-07,10761,501,14,2,73.16,Damaged
4137,201317,2025-02-01,2740,188,3,1,6.68,Wrong Item
4138,201410,2025-02-12,4637,52,9,2,1.45,Wrong Item
4139,201428,2025-01-31,22522,627,21,2,445.76,Not Needed
4140,201455,2025-02-08,23369,30,33,1,1.89,Not Needed
4141,201525,2025-02-10,1330,396,20,1,13.77,Quality Issue
4142,201629,2025-02-20,17754,185,16,1,6.06,Late Delivery
4143,201667,2025-02-15,4971,60,21,2,14.1,Not Needed
4144,201775,2025-02-06,4219,612,1,1,275.9,Not Needed
4145,201894,2025-02-15,7255,412,14,1,13.14,Damaged
4146,201933,2025-02-06,10231,201,10,1,3.21,Not Needed
4147,202009,2025-02-10,12782,411,21,1,3.2,Damaged
4148,202139,2025-02-17,21373,291,8,2,38.24,Damaged
4149,202234,2025-02-19,2344,214,24,2,32.98,Late Delivery
4150,202305,2025-02-21,3501,319,27,2,4.47,Not Needed
4151,202338,2025-02-03,11209,584,14,1,10.37,Quality Issue
4152,202480,2025-02-04,11833,43,13,1,11.03,Wrong Item
4153,202518,2025-02-13,6582,522,12,1,19.33,Not Needed
4154,202594,2025-02-03,16547,49,29,2,13.38,Damaged
4155,202604,2025-02-04,186,395,17,2,38.45,Damaged
4156,202630,2025-02-21,10059,643,11,1,202.56,Wrong Item
4157,202697,2025-02-11,24097,157,9,1,4.25,Quality Issue
4158,202711,2025-02-22,11489,76,3,2,31.22,Not Needed
4159,202772,2025-02-05,17066,41,14,2,27.02,Quality Issue
4160,202779,2025-02-10,2897,87,5,1,0.66,Quality Issue
4161,202789,2025-02-15,9311,195,21,1,4.55,Quality Issue
4162,202854,2025-02-10,17377,237,9,2,52.65,Quality Issue
4163,202947,2025-02-21,21836,564,17,1,2.46,Quality Issue
4164,202960,2025-02-19,21055,568,33,1,7.4,Late Delivery
4165,203012,2025-02-16,9948,472,19,1,7.12,Not Needed
4166,203076,2025-02-08,22071,263,13,1,69.89,Wrong Item
4167,203114,2025-02-09,9510,701,22,1,345.12,Quality Issue
4168,203172,2025-02-04,2437,235,10,1,17.59,Not Needed
4169,203207,2025-02-12,12854,62,20,1,26.13,Quality Issue
4170,203216,2025-02-20,7556,112,24,1,5.64,Wrong Item
4171,203317,2025-02-07,11848,422,18,1,9.19,Quality Issue
4172,203366,2025-02-07,8753,155,15,1,5.23,Wrong Item
4173,203507,2025-02-20,6423,237,19,1,18.6,Quality Issue
4174,203713,2025-02-20,18314,513,31,2,30.88,Not Needed
4175,203762,2025-02-09,3342,1,19,1,1.24,Damaged
4176,203768,2025-02-12,20947,131,9,1,5.55,Late Delivery
4177,203914,2025-02-10,24193,157,24,1,8.87,Wrong Item
4178,203918,2025-02-22,21466,181,21,1,3.94,Not Needed
4179,203925,2025-02-12,7269,203,20,2,5.04,Not Needed
4180,203990,2025-02-05,9461,175,8,1,2.19,Damaged
4181,204085,2025-02-16,20880,183,15,2,11.54,Damaged
4182,204088,2025-02-07,13358,303,6,1,22.13,Wrong Item
4183,204129,2025-02-10,2478,665,10,1,375.94,Wrong Item
4184,204152,2025-02-14,7516,436,6,1,7.16,Quality Issue
4185,204175,2025-02-10,16338,214,18,2,17.99,Quality Issue
4186,204188,2025-02-25,4601,533,14,1,11.5,Quality Issue
4187,204222,2025-02-12,3840,518,16,1,3.59,Damaged
4188,204362,2025-02-11,5235,670,13,1,371.9,Damaged
4189,204371,2025-02-22,12318,50,14,1,10.83,Wrong Item
4190,204416,2025-02-06,7375,499,14,1,8.33,Damaged
4191,204480,2025-02-15,12161,637,16,1,267.05,Not Needed
4192,204665,2025-02-22,23291,58,16,1,3.0,Wrong Item
4193,204680,2025-02-10,20388,54,28,2,11.31,Late Delivery
4194,204693,2025-02-18,17231,212,21,1,2.65,Not Needed
4195,204720,2025-02-18,23323,427,17,1,5.9,Late Delivery
4196,204807,2025-02-21,10838,112,9,2,14.96,Damaged
4197,204809,2025-02-26,23761,362,8,1,31.51,Damaged
4198,204848,2025-02-09,5213,28,21,1,5.13,Late Delivery
4199,204948,2025-02-19,4291,93,14,1,13.39,Late Delivery
4200,205101,2025-02-15,10234,466,21,1,20.66,Damaged
4201,205150,2025-02-27,12355,115,17,1,20.19,Wrong Item
4202,205212,2025-02-12,19247,693,23,1,293.79,Not Needed
4203,205278,2025-02-09,24657,336,10,1,5.49,Not Needed
4204,205300,2025-02-09,23950,487,2,1,3.43,Wrong Item
4205,205313,2025-02-12,5973,2,21,2,22.87,Wrong Item
4206,205452,2025-02-09,9474,453,9,1,29.53,Quality Issue
4207,205549,2025-02-13,14510,484,14,2,56.51,Not Needed
4208,205551,2025-02-22,23827,412,18,1,24.42,Quality Issue
4209,205599,2025-02-27,23459,619,11,1,14.42,Late Delivery
4210,205647,2025-02-22,2042,90,11,1,10.13,Not Needed
4211,205665,2025-02-27,939,35,29,2,9.96,Quality Issue
4212,205696,2025-02-18,18210,582,26,1,8.3,Not Needed
4213,205828,2025-02-23,5484,449,34,1,21.54,Quality Issue
4214,205866,2025-02-16,8340,80,17,1,5.24,Late Delivery
4215,205897,2025-02-19,4597,104,15,2,32.75,Damaged
4216,205985,2025-02-27,23828,140,8,2,17.63,Not Needed
4217,205995,2025-02-19,18491,358,25,1,5.51,Not Needed
4218,206045,2025-02-25,4386,360,6,1,6.66,Not Needed
4219,206146,2025-02-14,10081,558,21,1,14.41,Late Delivery
4220,206163,2025-02-10,8913,66,28,2,6.02,Damaged
4221,206227,2025-02-15,8596,412,11,2,51.21,Not Needed
4222,206233,2025-03-01,161,113,9,1,26.67,Late Delivery
4223,206307,2025-03-01,18225,346,32,1,7.29,Wrong Item
4224,206311,2025-02-16,20135,103,9,1,5.7,Not Needed
4225,206378,2025-02-20,23498,581,30,1,2.23,Not Needed
4226,206482,2025-02-21,11285,93,10,1,7.32,Not Needed
4227,206572,2025-03-01,24654,296,20,2,42.03,Late Delivery
4228,206591,2025-02-27,3080,414,5,2,49.54,Quality Issue
4229,206607,2025-02-25,5354,268,10,1,26.81,Not Needed
4230,206647,2025-02-25,23613,32,3,1,10.88,Late Delivery
4231,206650,2025-02-24,9172,577,13,2,11.88,Wrong Item
4232,206654,2025-02-14,18052,261,6,2,53.43,Damaged
4233,206683,2025-02-11,17186,188,6,2,13.98,Late Delivery
4234,206688,2025-02-23,18097,702,6,1,152.65,Damaged
4235,206756,2025-02-12,13376,352,21,1,22.62,Late Delivery
4236,206793,2025-02-25,11816,160,27,2,33.16,Not Needed
4237,206891,2025-02-16,14826,165,9,2,36.3,Not Needed
4238,207005,2025-02-15,12161,319,20,1,3.79,Not Needed
4239,207026,2025-03-01,1679,176,19,1,5.57,Late Delivery
4240,207039,2025-02-18,19882,162,9,1,26.65,Quality Issue
4241,207055,2025-02-18,24113,258,19,1,5.74,Quality Issue
4242,207056,2025-02-16,20816,584,5,2,69.37,Wrong Item
4243,207165,2025-02-26,22791,526,12,1,16.15,Quality Issue
4244,207173,2025-02-18,3518,169,30,1,23.31,Not Needed
4245,207251,2025-02-14,11121,14,34,1,2.76,Not Needed
4246,207289,2025-02-18,11164,118,28,1,1.78,Damaged
4247,207333,2025-02-28,23809,282,16,1,7.03,Damaged
4248,207349,2025-02-15,13016,712,27,1,357.69,Quality Issue
4249,207458,2025-03-02,2064,207,25,1,8.51,Not Needed
4250,207476,2025-02-26,424,530,16,1,43.99,Late Delivery
4251,207498,2025-03-03,8889,135,30,1,16.36,Late Delivery
4252,207631,2025-03-04,5167,528,9,1,17.02,Not Needed
4253,207688,2025-02-15,22788,161,9,1,8.04,Damaged
4254,207791,2025-03-02,5347,228,25,1,35.44,Not Needed
4255,207793,2025-03-01,8852,247,18,1,28.69,Quality Issue
4256,207797,2025-02-16,24532,228,1,2,109.74,Wrong Item
4257,207813,2025-02-22,3447,251,3,1,76.6,Quality Issue
4258,207830,2025-03-02,5669,104,8,2,19.78,Not Needed
4259,207837,2025-03-03,24067,295,6,2,66.25,Quality Issue
4260,207887,2025-03-04,13146,74,26,2,7.09,Quality Issue
4261,208013,2025-02-15,7965,441,18,1,23.48,Damaged
4262,208111,2025-02-17,3093,151,19,2,31.75,Not Needed
4263,208166,2025-02-24,21261,1,25,2,1.02,Not Needed
4264,208312,2025-03-01,5436,205,26,2,4.09,Not Needed
4265,208315,2025-02-28,19921,114,17,1,18.22,Damaged
4266,208352,2025-03-01,3045,370,29,1,14.9,Damaged
4267,208354,2025-03-02,14502,151,32,2,6.17,Not Needed
4268,208480,2025-02-23,22955,275,14,1,16.16,Late Delivery
4269,208521,2025-03-05,8693,83,33,1,3.21,Damaged
4270,208693,2025-02-28,8320,105,21,1,8.53,Late Delivery
4271,208705,2025-02-19,4228,176,10,1,6.4,Wrong Item
4272,208710,2025-02-26,24558,263,34,2,32.6,Not Needed
4273,208719,2025-02-27,7071,178,4,2,22.92,Not Needed
4274,208752,2025-03-02,7038,656,26,2,375.05,Quality Issue
4275,208769,2025-03-03,3876,620,29,1,24.92,Not Needed
4276,208865,2025-03-06,21841,40,34,1,8.04,Damaged
4277,208967,2025-03-01,11738,55,12,1,4.43,Quality Issue
4278,209013,2025-02-20,9189,33,15,1,7.36,Not Needed
4279,209065,2025-02-24,21452,31,33,2,2.25,Not Needed
4280,209184,2025-02-27,20216,147,18,2,17.02,Damaged
4281,209192,2025-03-01,19362,111,27,1,10.83,Quality Issue
4282,209258,2025-02-18,24251,168,21,1,2.97,Not Needed
4283,209417,2025-02-27,16089,331,32,1,30.9,Damaged
4284,209487,2025-03-04,22826,289,23,1,8.23,Not Needed
4285,209647,2025-03-01,11386,585,17,2,9.71,Not Needed
4286,209733,2025-02-26,18220,104,20,1,26.49,Not Needed
4287,209813,2025-03-08,21630,82,29,2,2.7,Not Needed
4288,209835,2025-02-17,20105,320,9,2,36.72,Late Delivery
4289,209913,2025-02-27,12952,165,15,1,21.35,Not Needed
4290,209978,2025-02-26,21007,541,32,2,91.39,Wrong Item
4291,210010,2025-03-04,3094,650,5,2,428.09,Damaged
4292,210087,2025-02-25,9456,252,1,1,9.51,Quality Issue
4293,210146,2025-02-22,20855,635,31,1,561.71,Quality Issue
4294,210199,2025-03-02,15883,204,15,1,3.34,Late Delivery
4295,210224,2025-03-06,6715,631,15,1,402.91,Wrong Item
4296,210242,2025-03-07,10524,408,3,1,22.96,Late Delivery
4297,210251,2025-03-09,17669,509,33,1,19.74,Wrong Item
4298,210301,2025-03-01,23247,470,8,2,58.71,Not Needed
4299,210304,2025-03-06,3461,632,23,1,463.56,Late Delivery
4300,210313,2025-03-02,9005,158,32,1,14.1,Late Delivery
4301,210336,2025-03-06,14946,254,32,1,61.23,Wrong Item
4302,210467,2025-02-20,20095,648,16,1,103.02,Late Delivery
4303,210468,2025-03-07,3853,54,11,2,11.25,Quality Issue
4304,210505,2025-03-02,14553,366,30,1,3.99,Wrong Item
4305,210512,2025-03-03,13557,379,15,2,25.77,Wrong Item
4306,210552,2025-02-22,17720,45,25,2,8.7,Late Delivery
4307,210594,2025-03-09,15619,55,26,2,10.61,Not Needed
4308,210638,2025-02-24,20922,265,20,2,40.53,Late Delivery
4309,210687,2025-03-08,5333,355,18,1,24.42,Quality Issue
4310,210704,2025-02-27,2044,637,21,1,604.02,Not Needed
4311,210711,2025-03-05,2803,598,24,1,430.86,Damaged
4312,210769,2025-03-02,14603,427,22,1,1.95,Not Needed
4313,210770,2025-02-26,12116,658,23,1,302.66,Not Needed
4314,210818,2025-03-10,727,402,34,2,68.24,Late Delivery
4315,210819,2025-02-28,2081,18,13,1,3.11,Late Delivery
4316,210918,2025-02-28,11397,195,2,2,9.91,Late Delivery
4317,210934,2025-02-19,17027,459,27,1,21.73,Late Delivery
4318,210979,2025-02-19,24024,437,29,1,22.52,Quality Issue
4319,211035,2025-02-28,1123,15,5,2,10.28,Not Needed
4320,211085,2025-02-28,10761,485,17,2,42.37,Late Delivery
4321,211092,2025-03-03,9633,611,23,1,22.1,Late Delivery
4322,211177,2025-02-27,18665,181,33,1,4.05,Not Needed
4323,211180,2025-03-05,8567,78,23,2,18.72,Damaged
4324,211185,2025-02-25,23031,25,14,2,36.18,Quality Issue
4325,211270,2025-03-02,9091,502,32,1,10.09,Wrong Item
4326,211294,2025-03-09,8131,180,21,1,1.01,Not Needed
4327,211334,2025-03-01,9069,391,18,1,3.95,Late Delivery
4328,211335,2025-02-27,6867,567,33,1,4.08,Late Delivery
4329,211357,2025-02-22,21526,433,16,1,23.96,Late Delivery
4330,211363,2025-02-20,3641,423,28,1,12.63,Not Needed
4331,211394,2025-03-11,10037,382,2,2,12.01,Late Delivery
4332,211464,2025-03-07,8358,120,16,2,30.02,Damaged
4333,211484,2025-03-10,9370,247,8,1,38.2,Damaged
4334,211661,2025-03-11,2936,112,7,2,8.52,Wrong Item
4335,211755,2025-03-10,19343,256,34,1,37.46,Damaged
4336,211858,2025-03-10,9266,622,9,1,100.38,Wrong Item
4337,211863,2025-03-08,15216,375,1,1,49.89,Late Delivery
4338,211900,2025-03-06,18471,545,30,1,7.66,Not Needed
4339,211909,2025-02-24,21595,56,14,1,15.69,Damaged
4340,211973,2025-03-03,23029,162,32,1,9.2,Not Needed
4341,212004,2025-03-01,6200,395,30,1,11.01,Wrong Item
4342,212057,2025-03-11,22104,455,4,1,9.15,Late Delivery
4343,212085,2025-02-25,8935,551,14,1,9.76,Wrong Item
4344,212135,2025-03-10,10415,316,2,2,14.61,Quality Issue
4345,212159,2025-02-28,16275,54,25,1,5.65,Late Delivery
4346,212163,2025-03-06,15878,1,9,1,3.98,Quality Issue
4347,212280,2025-03-03,315,79,16,2,13.26,Not Needed
4348,212380,2025-03-02,13560,720,9,2,90.77,Late Delivery
4349,212412,2025-02-27,15146,393,4,1,47.79,Not Needed
4350,212443,2025-03-07,12244,207,17,2,17.83,Not Needed
4351,212519,2025-03-01,22300,35,11,1,29.17,Late Delivery
4352,212522,2025-02-23,19005,78,26,2,18.98,Late Delivery
4353,212658,2025-03-11,4234,243,34,1,81.52,Not Needed
4354,212692,2025-03-07,5205,438,21,2,15.36,Wrong Item
4355,212755,2025-03-06,3219,556,23,1,18.28,Quality Issue
4356,212795,2025-03-12,3418,98,6,1,1.49,Late Delivery
4357,212824,2025-03-08,835,241,23,1,30.72,Late Delivery
4358,212859,2025-03-03,9757,288,10,2,58.82,Not Needed
4359,212877,2025-03-14,7168,216,16,2,24.67,Not Needed
4360,212891,2025-03-14,1791,618,13,1,323.98,Not Needed
4361,212906,2025-02-25,1627,93,23,1,5.26,Not Needed
4362,212910,2025-02-27,16501,39,13,1,0.98,Late Delivery
4363,212923,2025-02-23,9415,8,17,1,1.72,Wrong Item
4364,212951,2025-03-09,16951,392,27,2,39.8,Not Needed
4365,212964,2025-03-08,5143,471,29,1,22.56,Damaged
4366,213011,2025-03-03,6607,48,6,1,0.65,Damaged
4367,213058,2025-03-01,9418,23,28,1,11.81,Not Needed
4368,213072,2025-02-25,11798,13,21,2,4.83,Quality Issue
4369,213101,2025-03-04,22321,228,26,1,78.42,Quality Issue
4370,213140,2025-03-15,21473,47,5,1,22.28,Damaged
4371,213203,2025-03-07,20639,34,17,2,13.13,Wrong Item
4372,213553,2025-02-26,2988,479,24,1,26.54,Wrong Item
4373,213599,2025-03-12,2472,602,32,1,84.82,Not Needed
4374,213624,2025-03-12,17687,366,11,1,2.07,Not Needed
4375,213695,2025-02-28,24013,334,3,1,13.3,Damaged
4376,213716,2025-02-28,3430,444,8,2,15.1,Quality Issue
4377,213741,2025-03-04,19697,64,5,2,33.27,Late Delivery
4378,213768,2025-03-06,21661,499,8,2,17.57,Late Delivery
4379,213781,2025-03-07,7824,122,6,1,2.35,Damaged
4380,213809,2025-03-08,5840,545,21,2,15.35,Late Delivery
4381,213879,2025-03-08,11135,504,16,1,27.42,Quality Issue
4382,213902,2025-03-09,12760,158,6,1,5.41,Quality Issue
4383,213905,2025-03-14,896,662,32,1,16.87,Not Needed
4384,213950,2025-03-09,23597,101,9,2,21.15,Wrong Item
4385,213999,2025-03-08,13386,332,18,1,13.55,Quality Issue
4386,214023,2025-03-14,11318,362,26,1,59.12,Damaged
4387,214067,2025-03-14,7475,696,22,1,330.02,Not Needed
4388,214080,2025-03-16,11467,534,6,1,7.49,Late Delivery
4389,214126,2025-03-15,1186,76,13,2,10.51,Late Delivery
4390,214263,2025-02-27,18425,454,14,1,8.35,Not Needed
4391,214339,2025-03-14,24214,56,17,1,18.7,Damaged
4392,214401,2025-03-17,17951,686,8,1,427.82,Not Needed
4393,214428,2025-03-01,2687,179,17,2,13.51,Wrong Item
4394,214480,2025-03-07,406,364,17,1,15.65,Not Needed
4395,214509,2025-03-01,12644,45,28,2,39.82,Not Needed
4396,214650,2025-03-14,2498,451,27,2,49.74,Not Needed
4397,214697,2025-03-05,3215,118,1,1,2.68,Not Needed
4398,214950,2025-03-08,1162,342,16,1,9.64,Damaged
4399,214967,2025-03-17,8178,431,2,1,13.37,Not Needed
4400,214990,2025-03-05,6448,73,34,2,11.93,Wrong Item
4401,214996,2025-03-13,3548,452,15,1,9.64,Not Needed
4402,215115,2025-03-16,7740,164,20,1,3.31,Damaged
4403,215291,2025-03-17,17059,59,8,1,6.08,Not Needed
4404,215337,2025-03-01,14581,617,16,1,319.73,Damaged
4405,215391,2025-03-05,2613,312,11,1,33.57,Quality Issue
4406,215423,2025-03-09,3883,462,7,1,32.43,Late Delivery
4407,215463,2025-03-15,11335,313,33,1,2.97,Quality Issue
4408,215464,2025-03-10,7577,463,10,1,13.83,Damaged
4409,215481,2025-03-11,3003,490,13,1,22.71,Late Delivery
4410,215548,2025-03-02,8761,488,21,2,17.55,Quality Issue
4411,215605,2025-03-14,983,245,9,1,9.01,Late Delivery
4412,215634,2025-03-09,8527,392,22,1,30.84,Late Delivery
4413,215656,2025-03-20,4584,91,26,2,10.57,Not Needed
4414,215683,2025-03-05,12135,455,24,1,12.22,Not Needed
4415,215779,2025-03-07,23561,200,15,2,12.45,Not Needed
4416,215783,2025-03-16,21275,290,28,2,50.29,Not Needed
4417,215801,2025-03-19,1857,178,33,1,6.07,Late Delivery
4418,215829,2025-03-05,19598,357,7,1,8.13,Not Needed
4419,215833,2025-03-16,4619,500,8,1,13.6,Not Needed
4420,215872,2025-03-03,6355,30,30,1,7.35,Not Needed
4421,215886,2025-03-03,12748,352,22,1,7.04,Not Needed
4422,215941,2025-03-20,23597,92,15,2,2.0,Quality Issue
4423,216041,2025-03-16,9197,316,27,1,20.04,Wrong Item
4424,216051,2025-03-11,10394,433,18,2,41.44,Quality Issue
4425,216072,2025-03-10,6393,373,1,1,43.33,Late Delivery
4426,216095,2025-03-19,5322,48,25,1,5.45,Not Needed
4427,216100,2025-03-03,9638,697,22,1,446.12,Not Needed
4428,216104,2025-03-13,5388,178,24,2,23.97,Late Delivery
4429,216134,2025-03-03,3645,51,33,1,14.05,Not Needed
4430,216154,2025-03-05,5006,331,21,2,90.18,Damaged
4431,216160,2025-03-12,8515,511,29,1,27.88,Quality Issue
4432,216180,2025-03-18,8693,200,8,1,11.64,Damaged
4433,216235,2025-03-07,15964,276,15,1,18.53,Quality Issue
4434,216257,2025-03-03,19673,451,9,2,49.5,Damaged
4435,216339,2025-03-05,18541,329,19,2,22.37,Late Delivery
4436,216379,2025-03-22,2374,442,33,1,6.22,Not Needed
4437,216483,2025-03-03,5105,80,8,1,15.49,Quality Issue
4438,216521,2025-03-18,9740,10,22,1,2.98,Late Delivery
4439,216570,2025-03-12,22977,435,33,2,16.71,Quality Issue
4440,216613,2025-03-11,1152,218,33,1,21.95,Not Needed
4441,216647,2025-03-09,872,261,9,2,24.75,Late Delivery
4442,216651,2025-03-22,17507,1,13,1,0.62,Quality Issue
4443,216682,2025-03-15,10465,87,9,2,1.23,Damaged
4444,216718,2025-03-19,24564,202,2,1,36.05,Not Needed
4445,216810,2025-03-22,19640,255,6,1,22.93,Quality Issue
4446,216852,2025-03-22,23271,54,26,2,14.17,Damaged
4447,216876,2025-03-11,8060,701,14,1,943.21,Late Delivery
4448,217039,2025-03-17,11015,39,29,1,1.79,Late Delivery
4449,217052,2025-03-19,10076,173,31,1,45.88,Not Needed
4450,217082,2025-03-19,21373,128,17,2,23.79,Quality Issue
4451,217136,2025-03-22,6018,192,17,1,8.72,Damaged
4452,217268,2025-03-12,13219,370,2,2,51.25,Damaged
4453,217301,2025-03-13,4641,595,26,1,474.95,Quality Issue
4454,217360,2025-03-06,5989,499,3,1,23.63,Quality Issue
4455,217397,2025-03-23,24204,357,33,1,21.63,Not Needed
4456,217410,2025-03-17,21668,213,11,1,28.42,Not Needed
4457,217466,2025-03-06,13707,158,20,2,11.12,Late Delivery
4458,217531,2025-03-09,11665,300,32,1,22.77,Not Needed
4459,217549,2025-03-11,15241,570,22,1,9.27,Quality Issue
4460,217631,2025-03-16,5067,62,3,1,7.38,Quality Issue
4461,217712,2025-03-05,19536,438,4,1,19.91,Quality Issue
4462,217725,2025-03-14,22666,153,8,1,27.61,Quality Issue
4463,217760,2025-03-17,10116,78,5,1,6.99,Damaged
4464,217845,2025-03-17,7686,524,32,1,16.88,Wrong Item
4465,217895,2025-03-06,17436,163,22,1,4.14,Quality Issue
4466,217963,2025-03-06,1857,40,29,2,28.21,Quality Issue
4467,218086,2025-03-06,978,44,10,1,19.62,Late Delivery
4468,218093,2025-03-20,13974,405,7,1,18.78,Not Needed
4469,218135,2025-03-17,3373,81,14,2,42.27,Not Needed
4470,218246,2025-03-15,11695,648,33,1,129.83,Late Delivery
4471,218253,2025-03-20,22050,709,14,1,175.48,Late Delivery
4472,218356,2025-03-20,7078,38,21,1,2.16,Not Needed
4473,218486,2025-03-11,332,190,34,2,12.99,Late Delivery
4474,218494,2025-03-10,940,200,26,1,20.29,Not Needed
4475,218505,2025-03-17,17510,428,29,2,26.56,Wrong Item
4476,218560,2025-03-16,6082,21,26,2,5.08,Not Needed
4477,218568,2025-03-15,3972,159,15,2,13.52,Quality Issue
4478,218600,2025-03-17,17469,251,21,2,24.74,Not Needed
4479,218609,2025-03-25,11273,492,32,2,25.77,Quality Issue
4480,218712,2025-03-09,402,330,29,1,26.16,Wrong Item
4481,218751,2025-03-19,17336,46,14,1,11.7,Late Delivery
4482,218755,2025-03-23,17197,402,8,1,10.22,Late Delivery
4483,218865,2025-03-25,15135,279,11,1,43.85,Not Needed
4484,218866,2025-03-21,22061,173,17,2,35.59,Damaged
4485,218893,2025-03-15,23013,220,11,1,12.07,Late Delivery
4486,218904,2025-03-15,24678,607,34,1,29.18,Damaged
4487,218994,2025-03-10,20319,253,33,1,81.57,Quality Issue
4488,219029,2025-03-24,8600,565,21,1,27.27,Damaged
4489,219123,2025-03-23,24008,552,17,1,38.92,Quality Issue
4490,219202,2025-03-19,10801,177,4,1,27.98,Damaged
4491,219217,2025-03-19,23067,238,15,1,15.97,Quality Issue
4492,219262,2025-03-27,23403,175,13,1,1.83,Late Delivery
4493,219293,2025-03-25,7969,22,26,1,19.74,Quality Issue
4494,219301,2025-03-12,10813,416,29,1,6.67,Late Delivery
4495,219309,2025-03-14,18962,208,29,1,18.8,Not Needed
4496,219347,2025-03-17,4431,307,10,1,4.61,Quality Issue
4497,219406,2025-03-16,6578,126,31,2,6.57,Quality Issue
4498,219430,2025-03-10,12652,85,32,1,3.64,Wrong Item
4499,219451,2025-03-17,12832,150,24,2,6.41,Not Needed
4500,219464,2025-03-21,21829,685,26,1,198.9,Late Delivery
4501,219530,2025-03-20,19320,636,34,2,522.78,Damaged
4502,219572,2025-03-12,21807,19,1,2,9.77,Not Needed
4503,219635,2025-03-10,90,45,25,1,22.06,Not Needed
4504,219742,2025-03-11,24759,492,33,2,39.97,Not Needed
4505,219748,2025-03-19,9824,115,4,1,12.41,Damaged
4506,219840,2025-03-28,5757,29,33,1,28.49,Quality Issue
4507,219904,2025-03-23,20745,77,2,1,11.5,Late Delivery
4508,220057,2025-03-11,1223,11,15,1,3.95,Late Delivery
4509,220069,2025-03-20,10919,681,26,1,111.36,Not Needed
4510,220101,2025-03-18,19523,35,23,2,22.01,Wrong Item
4511,220130,2025-03-17,2092,13,22,2,4.37,Damaged
4512,220141,2025-03-23,18033,136,2,1,20.1,Not Needed
4513,220154,2025-03-27,21987,416,11,1,7.93,Late Delivery
4514,220227,2025-03-25,4372,96,9,1,2.71,Damaged
4515,220396,2025-03-29,1324,673,15,1,111.93,Damaged
4516,220419,2025-03-27,1235,271,26,1,8.08,Damaged
4517,220512,2025-03-13,1385,653,10,2,501.85,Wrong Item
4518,220645,2025-03-16,12163,177,21,1,9.45,Quality Issue
4519,220698,2025-03-25,9371,40,21,1,30.42,Quality Issue
4520,220713,2025-03-24,24357,192,28,1,6.25,Damaged
4521,220770,2025-03-21,12097,495,14,1,24.71,Quality Issue
4522,220783,2025-03-14,20047,656,13,2,514.64,Not Needed
4523,220833,2025-03-21,267,187,21,1,10.7,Damaged
4524,220903,2025-03-12,9352,105,14,1,27.97,Quality Issue
4525,220951,2025-03-15,5026,177,5,1,5.13,Late Delivery
4526,220994,2025-03-16,4456,702,17,1,142.85,Damaged
4527,221050,2025-03-18,2063,107,14,1,1.26,Wrong Item
4528,221099,2025-03-22,110,652,11,1,218.68,Not Needed
4529,221187,2025-03-19,9607,6,9,1,2.0,Wrong Item
4530,221303,2025-03-15,13255,177,15,2,32.05,Wrong Item
4531,221333,2025-03-24,13359,199,9,1,5.9,Damaged
4532,221336,2025-03-17,18135,448,17,2,84.45,Not Needed
4533,221387,2025-03-18,11741,36,4,2,5.67,Late Delivery
4534,221401,2025-03-24,21425,429,13,2,7.63,Quality Issue
4535,221440,2025-03-23,9379,220,9,1,22.73,Damaged
4536,221481,2025-03-26,15530,352,17,2,29.27,Not Needed
